dataset,k,dimension,trajectoryNumber,heightnew,nodecounts,leafnodes,depthmean,depthsd,radiusmean,radiussd,pointsmean,pointssd,disfathermean,disfathersd,height,leafnode,radiusMean,radiusSD,fastest,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,slowest
Shuttle,10,10,10000,2.75,0.831,0.27899999999999997,1.75,0.4976,0.006199321,0.022595626,3.5842,10.4172,0.0191,0.1068,2.875,0.33,0.0054,0.0209,2,14,11,0,8,3,7,4,10,6,9,1,13,12,15,5
Shuttle,100,10,10000,2.75,0.831,0.27899999999999997,1.75,0.4976,0.006199321,0.022595626,3.5842,10.4172,0.0191,0.1068,2.875,0.33,0.0054,0.0209,14,10,13,7,12,15,8,9,11,6,2,0,4,1,3,5
Shuttle,1000,10,10000,2.75,0.831,0.27899999999999997,1.75,0.4976,0.006199321,0.022595626,3.5842,10.4172,0.0191,0.1068,2.875,0.33,0.0054,0.0209,14,7,8,9,10,6,13,2,0,15,12,4,1,11,5,3
Skin,10,2,1000,2.0,5.79,1.95,1.4431,0.3569,0.013235314,0.021032943999999998,0.5128,0.2703,0.017,0.0238,1.8,1.71,0.01575981,0.02187784,10,9,11,13,8,7,14,12,2,3,4,1,0,6,5,15
Skin,10,2,1000,2.0,5.79,1.95,1.4431,0.3569,0.013235314,0.021032943999999998,0.5128,0.2703,0.017,0.0238,1.8,1.68,0.01603525,0.02210973,14,13,2,15,3,11,0,1,7,4,8,12,10,9,6,5
Skin,100,2,1000,2.0,5.79,1.95,1.4431,0.3569,0.013235314,0.021032943999999998,0.5128,0.2703,0.017,0.0238,1.8,1.68,0.01603525,0.02210973,6,3,2,0,7,4,1,8,10,9,13,5,14,11,12,15
Skin,1000,2,1000,2.0,5.79,1.95,1.4431,0.3569,0.013235314,0.021032943999999998,0.5128,0.2703,0.017,0.0238,1.8,1.68,0.01603525,0.02210973,6,15,14,7,10,8,9,5,13,4,0,12,3,11,2,1
Skin,10,2,10000,2.0,4.47,1.4340000000000002,1.2887,0.2459,0.011761948000000001,0.012007233,0.6974,0.4167,0.0107,0.0131,1.875,1.44,0.01160479,0.01237741,13,7,3,4,14,6,5,15,2,10,0,9,11,12,8,1
Skin,10,2,10000,2.0,4.47,1.4340000000000002,1.2887,0.2459,0.011761948000000001,0.012007233,0.6974,0.4167,0.0107,0.0131,2.0,1.431,0.01195188,0.01267213,13,3,0,6,10,7,9,11,8,2,12,4,1,5,14,15
Skin,100,2,10000,2.0,4.47,1.4340000000000002,1.2887,0.2459,0.011761948000000001,0.012007233,0.6974,0.4167,0.0107,0.0131,2.0,1.431,0.01195188,0.01267213,14,7,10,3,9,13,6,8,2,15,12,4,11,0,5,1
Skin,1000,2,10000,2.0,4.47,1.4340000000000002,1.2887,0.2459,0.011761948000000001,0.012007233,0.6974,0.4167,0.0107,0.0131,2.0,1.431,0.01195188,0.01267213,6,14,7,10,8,9,13,2,0,15,4,12,11,5,3,1
Skin,10,2,100000,1.7272726999999999,3.6282,1.0608,1.2619,0.1894,0.005944639,0.010997996000000001,0.9427,1.7519999999999998,0.0067,0.0123,1.7272726999999999,1.0866,0.00572004,0.01035586,13,15,14,2,1,9,11,10,7,8,4,12,6,3,0,5
Skin,10,2,100000,1.7272726999999999,3.6282,1.0608,1.2619,0.1894,0.005944639,0.010997996000000001,0.9427,1.7519999999999998,0.0067,0.0123,1.7272726999999999,1.0521,0.00601751,0.01096673,13,14,15,3,7,10,11,9,4,8,0,2,12,6,1,5
Skin,100,2,100000,1.7272726999999999,3.6282,1.0608,1.2619,0.1894,0.005944639,0.010997996000000001,0.9427,1.7519999999999998,0.0067,0.0123,1.7272726999999999,1.0521,0.00601751,0.01096673,14,13,7,10,15,8,6,9,3,12,2,0,11,4,1,5
Skin,1000,2,100000,1.7272726999999999,3.6282,1.0608,1.2619,0.1894,0.005944639,0.010997996000000001,0.9427,1.7519999999999998,0.0067,0.0123,1.7272726999999999,1.0521,0.00601751,0.01096673,14,7,10,13,9,8,6,12,0,15,2,4,1,11,3,5
Spam,10,57,4601,2.857143,2.3538361230000002,0.789,1.6907,0.4812,0.009128200999999999,0.045900837,1.2675,1.9669999999999999,0.0101,0.0631,2.857143,0.815,0.00884188,0.04518884,14,13,3,10,9,15,8,11,7,2,12,4,6,0,1,5
Spam,100,57,4601,2.857143,2.3538361230000002,0.789,1.6907,0.4812,0.009128200999999999,0.045900837,1.2675,1.9669999999999999,0.0101,0.0631,2.857143,0.815,0.00884188,0.04518884,14,9,8,7,4,3,15,10,12,11,6,2,13,1,0,5
Spam,1000,57,4601,2.857143,2.3538361230000002,0.789,1.6907,0.4812,0.009128200999999999,0.045900837,1.2675,1.9669999999999999,0.0101,0.0631,2.857143,0.815,0.00884188,0.04518884,14,9,7,8,2,10,4,6,3,13,1,15,11,12,0,5
Spam,10,2,1000,2.2,2.7,0.9,1.2533,0.3757,0.06566351,0.075966799,1.1111,2.9522,0.0737,0.1319,2.4,0.96,0.0611001,0.07522151,13,9,12,8,10,4,7,14,11,2,1,5,0,3,15,6
Spam,100,2,1000,2.2,2.7,0.9,1.2533,0.3757,0.06566351,0.075966799,1.1111,2.9522,0.0737,0.1319,2.4,0.96,0.0611001,0.07522151,13,14,8,10,9,6,15,3,7,2,0,12,5,4,11,1
Spam,1000,2,1000,2.2,2.7,0.9,1.2533,0.3757,0.06566351,0.075966799,1.1111,2.9522,0.0737,0.1319,2.4,0.96,0.0611001,0.07522151,6,14,15,13,10,7,8,9,0,5,2,4,1,12,3,11
Spam,10,10,1000,2.6,4.62,1.56,1.7769,0.4894,0.035407782,0.022519603,0.6409999999999999,0.7319,0.0454,0.138,4.2,1.59,0.03336496,0.02383751,6,3,0,14,2,13,7,9,10,11,4,1,8,12,5,15
Spam,100,10,1000,2.6,4.62,1.56,1.7769,0.4894,0.035407782,0.022519603,0.6409999999999999,0.7319,0.0454,0.138,4.2,1.59,0.03336496,0.02383751,14,6,7,8,13,9,15,10,2,0,3,4,12,11,1,5
Spam,1000,10,1000,2.6,4.62,1.56,1.7769,0.4894,0.035407782,0.022519603,0.6409999999999999,0.7319,0.0454,0.138,4.2,1.59,0.03336496,0.02383751,6,14,7,10,8,9,15,13,4,0,2,5,1,3,12,11
Spam,10,20,1000,3.0,3.54,1.2,1.855,0.687,0.076337372,0.046869960999999995,0.8333,1.1918,0.0753,0.1561,3.8,1.32,0.07069502,0.05184791,3,0,6,13,14,5,15,2,4,1,12,7,8,9,11,10
Spam,100,20,1000,3.0,3.54,1.2,1.855,0.687,0.076337372,0.046869960999999995,0.8333,1.1918,0.0753,0.1561,3.8,1.32,0.07069502,0.05184791,14,6,7,13,8,9,15,3,2,0,10,12,4,5,11,1
Spam,1000,20,1000,3.0,3.54,1.2,1.855,0.687,0.076337372,0.046869960999999995,0.8333,1.1918,0.0753,0.1561,3.8,1.32,0.07069502,0.05184791,6,7,8,14,10,9,4,13,2,15,5,0,3,1,12,11
Spam,10,30,1000,3.6,3.72,1.26,1.9762,0.8295,0.09009751699999999,0.058748787000000004,0.7937,1.0234,0.0925,0.1647,3.8,1.14,0.08405286,0.06760848,6,3,0,14,2,4,1,11,7,9,10,13,8,12,15,5
Spam,100,30,1000,3.6,3.72,1.26,1.9762,0.8295,0.09009751699999999,0.058748787000000004,0.7937,1.0234,0.0925,0.1647,3.8,1.14,0.08405286,0.06760848,14,6,7,8,9,13,3,15,2,11,4,1,0,12,10,5
Spam,1000,30,1000,3.6,3.72,1.26,1.9762,0.8295,0.09009751699999999,0.058748787000000004,0.7937,1.0234,0.0925,0.1647,3.8,1.14,0.08405286,0.06760848,6,7,10,8,9,14,4,2,13,15,0,5,3,1,12,11
Spam,10,40,1000,3.6,3.9,1.32,1.95,0.7909999999999999,0.080765491,0.06294867400000001,0.7576,1.3218,0.0965,0.1602,2.6,1.02,0.09801677,0.06300207,6,3,0,14,11,7,10,9,2,1,4,8,12,13,15,5
Spam,100,40,1000,3.6,3.9,1.32,1.95,0.7909999999999999,0.080765491,0.06294867400000001,0.7576,1.3218,0.0965,0.1602,2.6,1.02,0.09801677,0.06300207,14,6,9,7,8,3,2,13,4,11,15,1,0,12,10,5
Spam,1000,40,1000,3.6,3.9,1.32,1.95,0.7909999999999999,0.080765491,0.06294867400000001,0.7576,1.3218,0.0965,0.1602,2.6,1.02,0.09801677,0.06300207,6,10,9,14,7,8,13,15,4,2,3,1,0,5,12,11
Spam,10,50,1000,3.4,4.17,1.41,2.0213,0.7885,0.08183263,0.05787253,0.7092,1.0611,0.0903,0.1536,2.8,1.02,0.09743715,0.06146672,6,3,2,14,11,0,4,7,9,1,10,8,12,13,15,5
Spam,100,50,1000,3.4,4.17,1.41,2.0213,0.7885,0.08183263,0.05787253,0.7092,1.0611,0.0903,0.1536,2.8,1.02,0.09743715,0.06146672,14,3,7,8,13,9,6,2,15,4,1,11,12,0,10,5
Spam,1000,50,1000,3.4,4.17,1.41,2.0213,0.7885,0.08183263,0.05787253,0.7092,1.0611,0.0903,0.1536,2.8,1.02,0.09743715,0.06146672,6,7,10,8,14,9,2,4,3,13,15,1,5,0,12,11
Spatial,10,2,1000,2.0,4.98,1.68,1.3321,0.3077,0.010639123,0.015035018,0.5952,0.2825,0.022000000000000002,0.027999999999999997,2.0,1.62,0.011000000000000001,0.0153,15,13,14,10,11,4,7,9,12,8,3,2,0,6,1,5
Spatial,100,2,1000,2.0,4.98,1.68,1.3321,0.3077,0.010639123,0.015035018,0.5952,0.2825,0.022000000000000002,0.027999999999999997,2.0,1.62,0.011000000000000001,0.0153,6,7,14,8,9,10,2,3,4,12,0,13,5,1,11,15
Spatial,1000,2,1000,2.0,4.98,1.68,1.3321,0.3077,0.010639123,0.015035018,0.5952,0.2825,0.022000000000000002,0.027999999999999997,2.0,1.62,0.011000000000000001,0.0153,6,5,13,0,3,8,10,7,9,12,11,2,4,14,15,1
Spatial,10,2,5000,2.0,5.064,1.692,1.3521,0.2783,0.009240416999999999,0.017457188999999998,0.591,0.2851,0.0168,0.0327,2.0,1.686,0.0099,0.0195,13,14,15,6,10,7,8,11,9,12,4,3,5,2,0,1
Spatial,100,2,5000,2.0,5.064,1.692,1.3521,0.2783,0.009240416999999999,0.017457188999999998,0.591,0.2851,0.0168,0.0327,2.0,1.686,0.0099,0.0195,14,13,7,9,6,8,10,2,12,15,3,4,0,11,1,5
Spatial,1000,2,5000,2.0,5.064,1.692,1.3521,0.2783,0.009240416999999999,0.017457188999999998,0.591,0.2851,0.0168,0.0327,2.0,1.686,0.0099,0.0195,14,7,9,8,10,13,6,2,4,0,1,15,12,11,5,3
Spatial,10,2,10000,1.875,5.0969999999999995,1.7009999999999998,1.3472,0.2507,0.006197556,0.00975586,0.5879,0.2787,0.0133,0.0272,1.875,1.704,0.0064,0.0106,13,14,15,3,0,2,11,6,10,1,4,7,8,9,12,5
Spatial,100,2,10000,1.875,5.0969999999999995,1.7009999999999998,1.3472,0.2507,0.006197556,0.00975586,0.5879,0.2787,0.0133,0.0272,1.875,1.704,0.0064,0.0106,14,7,6,8,10,9,15,2,13,3,12,4,1,11,0,5
Spatial,1000,2,10000,1.875,5.0969999999999995,1.7009999999999998,1.3472,0.2507,0.006197556,0.00975586,0.5879,0.2787,0.0133,0.0272,1.875,1.704,0.0064,0.0106,6,14,7,10,9,8,2,13,4,1,0,12,15,11,5,3
Spatial,10,2,50000,1.8,4.7742,1.5918,1.2762,0.1988,0.004556798,0.004651355,0.6282,0.3347,0.0054,0.006999999999999999,2.0,1.5942,0.0046,0.0048,13,15,14,6,2,3,1,0,10,7,11,4,9,8,12,5
Spatial,100,2,50000,1.8,4.7742,1.5918,1.2762,0.1988,0.004556798,0.004651355,0.6282,0.3347,0.0054,0.006999999999999999,2.0,1.5942,0.0046,0.0048,14,13,7,10,9,15,8,6,12,2,3,4,11,1,0,5
Spatial,1000,2,50000,1.8,4.7742,1.5918,1.2762,0.1988,0.004556798,0.004651355,0.6282,0.3347,0.0054,0.006999999999999999,2.0,1.5942,0.0046,0.0048,14,10,7,9,8,6,13,2,12,0,4,1,11,15,3,5
Spatial,10,2,100000,1.9090909,4.746,1.5822,1.2535,0.1869,0.003832285,0.003628647,0.632,0.3127,0.0041,0.005,1.8181819,1.6002,0.0038,0.0036,13,15,14,3,6,2,7,11,4,10,9,8,0,1,12,5
Spatial,100,2,100000,1.9090909,4.746,1.5822,1.2535,0.1869,0.003832285,0.003628647,0.632,0.3127,0.0041,0.005,1.8181819,1.6002,0.0038,0.0036,14,13,7,10,9,15,8,6,2,12,3,4,0,11,1,5
Spatial,1000,2,100000,1.9090909,4.746,1.5822,1.2535,0.1869,0.003832285,0.003628647,0.632,0.3127,0.0041,0.005,1.8181819,1.6002,0.0038,0.0036,14,7,10,9,8,6,13,2,12,0,15,4,1,11,3,5
